s3_key,label,flesch_reading_ease,smog_index,ari,coleman_liau,gunning_fog,dale_chall,lix,rix,n_chars,n_words,n_sents,avg_word_len,avg_sent_len,prop_long_words,prop_stopwords,prop_digits,prop_upper,pos_prop_noun,pos_prop_verb,pos_prop_adj,pos_prop_adv,pos_prop_propn,pos_prop_num,pos_prop_pron,pos_prop_adp,pos_prop_det,pos_prop_cconj,pos_prop_sconj,pos_prop_aux,pos_prop_part,pos_prop_intj,pos_prop_sym,pos_prop_punct,pos_prop_x,sent_len_mean,sent_len_std,sent_len_p90,token_len_mean,token_len_std,token_len_p90,punct_rate_comma,punct_rate_semicolon,punct_rate_colon,punct_rate_dash,punct_rate_parenthesis,punct_rate_quote,punct_rate_slash,punct_rate_percent,ent_count_per,ent_prop_per,ent_count_org,ent_prop_org,ent_count_loc,ent_prop_loc,ent_count_misc,ent_prop_misc,ent_count_date,ent_prop_date,ent_count_time,ent_prop_time,ent_count_cardinal,ent_prop_cardinal,ent_count_quantity,ent_prop_quantity,ent_count_percent,ent_prop_percent,ent_count_money,ent_prop_money,ent_count_ordinal,ent_prop_ordinal,ent_count_gpe,ent_prop_gpe,ent_count_fac,ent_prop_fac,ent_count_event,ent_prop_event,ent_count_work_of_art,ent_prop_work_of_art,ent_count_law,ent_prop_law,ent_count_language,ent_prop_language,ent_count_norp,ent_prop_norp,ent_count_product,ent_prop_product,ent_total,td_error
cleaned/ClinicalTrials.gov/test/pls/NCT01557244.txt_accumulated_section7.txt,PLS,32.12,15.8,14.2,14.204626865671642,16.37,13.21,54.445512820512825,7.153846153846154,1433,260,13,5.373076923076923,20.0,0.35384615384615387,0.40189873417721517,0.060126582278481014,0.0038461538461538464,0.27307692307692305,0.07692307692307693,0.13076923076923078,0.03076923076923077,0.06923076923076923,0.07307692307692308,0.023076923076923078,0.2076923076923077,0.14615384615384616,0.026923076923076925,0.011538461538461539,0.03461538461538462,0.0,0.0,0.0,0.11153846153846154,0.0,20.0,10.805981249716787,26.6,5.373076923076923,3.443394757448135,10.0,0.0050335570469798654,0.0005592841163310962,0.0016778523489932886,0.0005592841163310962,0.0022371364653243847,0.0,0.0,0.0,0,0.0,0,0.0,1,0.09090909090909091,10,0.9090909090909091,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,1.0
cleaned/ClinicalTrials.gov/test/pls/NCT01557244.txt_accumulated_section8.txt,PLS,42.41,14.5,12.3,12.703015075376882,13.55,11.11,48.866799866799866,5.809523809523809,2035,388,21,5.11340206185567,18.476190476190474,0.3118556701030928,0.44136460554371004,0.06183368869936034,0.007731958762886598,0.26288659793814434,0.08247422680412371,0.1134020618556701,0.03350515463917526,0.04896907216494845,0.07474226804123711,0.05412371134020619,0.211340206185567,0.14948453608247422,0.020618556701030927,0.01804123711340206,0.030927835051546393,0.0,0.0,0.0,0.10824742268041238,0.0,18.476190476190474,8.36443176915573,25.0,5.11340206185567,3.343330917191928,10.0,0.003897116134060795,0.000779423226812159,0.0011691348402182386,0.000779423226812159,0.002338269680436477,0.0,0.0,0.0,1,0.058823529411764705,2,0.11764705882352941,2,0.11764705882352941,12,0.7058823529411765,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,1.0
cleaned/ClinicalTrials.gov/test/pls/NCT01557244.txt_accumulated_section9.txt,PLS,41.29,14.5,12.6,12.246810344827583,13.43,10.66,48.806196092237286,5.869565217391305,2329,455,23,5.032967032967033,19.782608695652176,0.2945054945054945,0.44814814814814813,0.053703703703703705,0.006593406593406593,0.2681318681318681,0.08131868131868132,0.11428571428571428,0.03076923076923077,0.041758241758241756,0.06373626373626373,0.04835164835164835,0.2087912087912088,0.16263736263736264,0.017582417582417582,0.015384615384615385,0.03076923076923077,0.0,0.0,0.0,0.10329670329670329,0.0,19.782608695652176,7.8072236435748374,26.6,5.032967032967033,3.273773738885855,10.0,0.004095563139931741,0.0010238907849829352,0.0010238907849829352,0.00034129692832764505,0.0020477815699658703,0.0,0.0,0.0,1,0.047619047619047616,2,0.09523809523809523,2,0.09523809523809523,16,0.7619047619047619,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,1.0
cleaned/ClinicalTrials.gov/test/pls/NCT01920061.txt_accumulated_section10.txt,PLS,31.48,19.4,22.2,13.148991596638652,20.53,10.77,64.8676903390915,10.466666666666667,2419,467,12,5.143468950749464,38.916666666666664,0.32548179871520344,0.41379310344827586,0.07758620689655173,0.03854389721627409,0.32119914346895073,0.034261241970021415,0.1006423982869379,0.029978586723768737,0.09635974304068523,0.07494646680942184,0.021413276231263382,0.24197002141327623,0.11777301927194861,0.029978586723768737,0.010706638115631691,0.017130620985010708,0.0,0.0,0.008565310492505354,0.13704496788008566,0.0,38.916666666666664,44.3084986831596,47.1,5.143468950749464,3.5172829876487004,11.0,0.0025673940949935813,0.004492939666238768,0.002888318356867779,0.0025673940949935813,0.006418485237483954,0.0,0.0,0.00032092426187419767,3,0.10714285714285714,6,0.21428571428571427,0,0.0,19,0.6785714285714286,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28,1.0
cleaned/ClinicalTrials.gov/test/pls/NCT01920061.txt_accumulated_section3.txt,PLS,-120.71,0.0,93.4,15.059878787878787,78.81,20.2,215.24043715846994,59.0,871,163,1,5.319018404907975,163.0,0.3496932515337423,0.40669856459330145,0.0861244019138756,0.03680981595092025,0.2883435582822086,0.05521472392638037,0.1165644171779141,0.049079754601226995,0.049079754601226995,0.09202453987730061,0.04294478527607362,0.2392638036809816,0.11042944785276074,0.04294478527607362,0.006134969325153374,0.012269938650306749,0.0,0.0,0.024539877300613498,0.15337423312883436,0.0,163.0,0.0,163.0,5.319018404907975,3.7247399077021957,11.0,0.0026905829596412557,0.009865470852017937,0.0026905829596412557,0.0017937219730941704,0.0053811659192825115,0.0,0.0,0.0008968609865470852,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0
cleaned/ClinicalTrials.gov/test/pls/NCT01920061.txt_accumulated_section4.txt,PLS,-7.33,24.7,37.2,14.173333333333328,34.22,13.8,98.71975088967972,20.0,1320,254,3,5.181102362204724,84.66666666666667,0.30708661417322836,0.3925233644859813,0.07476635514018691,0.04330708661417323,0.2874015748031496,0.03937007874015748,0.1062992125984252,0.051181102362204724,0.09448818897637795,0.08267716535433071,0.031496062992125984,0.24803149606299213,0.09055118110236221,0.03543307086614173,0.011811023622047244,0.011811023622047244,0.0,0.0,0.015748031496062992,0.15748031496062992,0.0,84.66666666666667,67.43062278289361,151.8,5.181102362204724,3.4661860926516996,11.0,0.002967359050445104,0.00830860534124629,0.005341246290801187,0.0011869436201780415,0.004747774480712166,0.0,0.0,0.0005934718100890207,0,0.0,3,0.3,0,0.0,7,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0
cleaned/ClinicalTrials.gov/test/pls/NCT01920061.txt_accumulated_section6.txt,PLS,20.18,21.3,24.0,13.47776536312849,22.77,11.71,62.320380650277556,9.692307692307692,1848,352,7,5.2272727272727275,50.285714285714285,0.3522727272727273,0.3832199546485261,0.06349206349206349,0.05397727272727273,0.26420454545454547,0.03409090909090909,0.125,0.04261363636363636,0.11647727272727272,0.05965909090909091,0.03125,0.24147727272727273,0.10795454545454546,0.03125,0.011363636363636364,0.011363636363636364,0.0,0.0,0.011363636363636364,0.16477272727272727,0.0,50.285714285714285,53.71010622037608,98.40000000000005,5.2272727272727275,3.4219454618391643,10.0,0.00255863539445629,0.005970149253731343,0.0042643923240938165,0.0008528784648187633,0.008528784648187633,0.0,0.0,0.00042643923240938164,1,0.045454545454545456,6,0.2727272727272727,1,0.045454545454545456,14,0.6363636363636364,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,1.0
cleaned/ClinicalTrials.gov/test/pls/NCT01920061.txt_accumulated_section7.txt,PLS,17.24,21.4,25.2,13.409028871391072,23.56,11.47,68.522506619594,11.636363636363637,1948,376,8,5.159574468085107,47.0,0.3324468085106383,0.40860215053763443,0.06451612903225806,0.0398936170212766,0.300531914893617,0.031914893617021274,0.10904255319148937,0.034574468085106384,0.09042553191489362,0.06382978723404255,0.023936170212765957,0.2553191489361702,0.11170212765957446,0.02925531914893617,0.007978723404255319,0.018617021276595744,0.0,0.0,0.010638297872340425,0.14893617021276595,0.0,47.0,51.812160734715555,87.59999999999998,5.159574468085107,3.484931671509903,11.0,0.0016122531237404273,0.005642885933091495,0.0036275695284159614,0.0012091898428053204,0.008061265618702136,0.0,0.0,0.00040306328093510683,1,0.047619047619047616,4,0.19047619047619047,0,0.0,16,0.7619047619047619,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,1.0
cleaned/ClinicalTrials.gov/test/pls/NCT01920061.txt_accumulated_section8.txt,PLS,35.14,18.5,20.3,12.92016064257028,18.86,10.32,61.60482654600302,9.470588235294118,2518,489,14,5.114519427402863,34.92857142857143,0.3169734151329243,0.4135090609555189,0.07907742998352553,0.03680981595092025,0.3128834355828221,0.032719836400818,0.10429447852760736,0.026584867075664622,0.09611451942740286,0.081799591002045,0.02044989775051125,0.24335378323108384,0.11860940695296524,0.03067484662576687,0.010224948875255624,0.02044989775051125,0.0,0.0,0.0081799591002045,0.13496932515337423,0.0,34.92857142857143,41.75688871434317,45.30000000000001,5.114519427402863,3.486341128217592,11.0,0.0024615384615384616,0.0043076923076923075,0.002769230769230769,0.0024615384615384616,0.006153846153846154,0.0,0.0,0.0003076923076923077,3,0.09375,5,0.15625,1,0.03125,23,0.71875,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32,1.0
cleaned/ClinicalTrials.gov/test/pls/NCT01970865.txt_accumulated_section10.txt,PLS,21.47,18.5,20.4,14.84234548335974,19.3,11.86,66.18181818181819,10.95,3389,627,17,5.350877192982456,36.88235294117647,0.3444976076555024,0.43460490463215257,0.0340599455040872,0.022328548644338118,0.28708133971291866,0.05901116427432217,0.11802232854864433,0.03349282296650718,0.05741626794258373,0.02711323763955343,0.03508771929824561,0.21052631578947367,0.14035087719298245,0.028708133971291867,0.019138755980861243,0.019138755980861243,0.0,0.0,0.007974481658692184,0.12759170653907495,0.0,36.88235294117647,23.906391842648613,58.400000000000006,5.350877192982456,3.4675085663866336,11.0,0.0031078173559646186,0.0016734401147501792,0.0004781257470714798,0.0014343772412144394,0.007171886206072197,0.0014343772412144394,0.0002390628735357399,0.0007171886206072197,0,0.0,8,0.32,0,0.0,17,0.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25,1.0
cleaned/ClinicalTrials.gov/test/pls/NCT01970865.txt_accumulated_section11.txt,PLS,22.48,18.4,20.1,15.102332814930016,19.15,11.93,65.62859973112573,10.761904761904763,3485,638,18,5.390282131661442,35.44444444444444,0.34796238244514105,0.42704149933065594,0.03346720214190094,0.0219435736677116,0.2852664576802508,0.06269592476489028,0.1206896551724138,0.03761755485893417,0.06269592476489028,0.02664576802507837,0.034482758620689655,0.20219435736677116,0.13793103448275862,0.029780564263322883,0.017241379310344827,0.02037617554858934,0.0,0.0,0.0109717868338558,0.12225705329153605,0.0,35.44444444444444,20.325742359607332,57.800000000000004,5.390282131661442,3.4627031473324315,11.0,0.003023959060246569,0.0016282856478250756,0.00046522447080716444,0.0016282856478250756,0.006978367062107467,0.0013956734124214933,0.00023261223540358222,0.0006978367062107466,0,0.0,8,0.3076923076923077,0,0.0,18,0.6923076923076923,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26,1.0
cleaned/ClinicalTrials.gov/test/pls/NCT01970865.txt_accumulated_section3.txt,PLS,31.38,18.5,22.2,12.209171974522292,22.13,14.29,68.20031055900621,11.25,768,155,4,4.858064516129033,38.75,0.27741935483870966,0.5227272727272727,0.022727272727272728,0.03870967741935484,0.25161290322580643,0.03870967741935484,0.09032258064516129,0.025806451612903226,0.08387096774193549,0.0064516129032258064,0.03870967741935484,0.23225806451612904,0.1870967741935484,0.025806451612903226,0.012903225806451613,0.03225806451612903,0.0,0.0,0.0,0.10967741935483871,0.0,38.75,17.455300054711177,57.900000000000006,4.858064516129033,3.167249156862169,10.0,0.0010449320794148381,0.0,0.0010449320794148381,0.0020898641588296763,0.0041797283176593526,0.006269592476489028,0.0010449320794148381,0.0,0,0.0,4,0.2857142857142857,1,0.07142857142857142,9,0.6428571428571429,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1.0
cleaned/ClinicalTrials.gov/test/pls/NCT01970865.txt_accumulated_section4.txt,PLS,35.91,16.6,16.5,13.021772151898734,17.68,13.25,56.619307832422585,8.0,1207,235,9,5.102127659574468,26.11111111111111,0.3021276595744681,0.47924528301886793,0.022641509433962263,0.02553191489361702,0.28936170212765955,0.06382978723404255,0.10212765957446808,0.029787234042553193,0.0425531914893617,0.01276595744680851,0.03829787234042553,0.22127659574468084,0.14468085106382977,0.029787234042553193,0.01702127659574468,0.029787234042553193,0.0,0.0,0.00425531914893617,0.10212765957446808,0.0,26.11111111111111,15.102938966707729,41.2,5.102127659574468,3.26004107542992,10.0,0.0013395847287340924,0.0,0.0006697923643670462,0.0020093770931011385,0.0026791694574681848,0.0053583389149363695,0.0006697923643670462,0.0006697923643670462,0,0.0,5,0.35714285714285715,0,0.0,9,0.6428571428571429,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1.0
cleaned/ClinicalTrials.gov/test/pls/NCT01970865.txt_accumulated_section5.txt,PLS,29.62,17.6,20.3,14.116932515337425,19.85,12.71,65.13183183183183,10.6,1709,324,10,5.25,32.4,0.32407407407407407,0.4723756906077348,0.016574585635359115,0.040123456790123455,0.26851851851851855,0.06481481481481481,0.11419753086419752,0.021604938271604937,0.04938271604938271,0.006172839506172839,0.046296296296296294,0.20679012345679013,0.1728395061728395,0.027777777777777776,0.018518518518518517,0.018518518518518517,0.0,0.0,0.0030864197530864196,0.09876543209876543,0.0,32.4,11.146299834474219,39.49999999999999,5.25,3.458193883846249,10.0,0.0014340344168260039,0.0009560229445506692,0.0004780114722753346,0.0014340344168260039,0.004780114722753346,0.0028680688336520078,0.0004780114722753346,0.0004780114722753346,0,0.0,9,0.45,0,0.0,11,0.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,1.0
